Periodo,Entidad federativa,"Tasa de mortalidad por tuberculosis (todas las formas), defunciones por cada 100 mil habitantes",Defunciones por cualquier tipo de tuberculosis,Población total
2008,Zacatecas,0.677445273,10,1476134
2009,Nacional,1.96894012,2222,112852594
2009,Aguascalientes,0.850382077,10,1175942
2009,Baja California,5.933745939,188,3168319
2009,Baja California Sur,2.233211038,14,626900
2009,Campeche,1.213487673,10,824071
2009,Coahuila de Zaragoza,2.769713619,76,2743966
2009,Colima,2.325401132,15,645050
2009,Chiapas,3.783864032,183,4836326
2009,Chihuahua,2.467652944,86,3485093
2009,Distrito Federal,0.546777727,49,8961594
2009,Durango,2.484785236,41,1650042
2009,Guanajuato,0.635975807,35,5503354
2009,Guerrero,2.869521118,98,3415204
2009,Hidalgo,1.32112164,35,2649264
2009,Jalisco,2.359522165,173,7331993
2009,México,0.581105176,89,15315644
2009,Michoacán de Ocampo,0.958550671,42,4381615
2009,Morelos,1.236157842,22,1779708
2009,Nayarit,3.414002207,37,1083772
2009,Nuevo León,3.314550878,154,4646180
2009,Oaxaca,2.55318772,98,3838339
2009,Puebla,1.155882684,67,5796436
2009,Querétaro,1.542309686,28,1815459
2009,Quintana Roo,1.072069899,14,1305885
2009,San Luis Potosí,1.853971187,48,2589037
2009,Sinaloa,2.162424297,61,2820908
2009,Sonora,3.545436258,95,2679501
2009,Tabasco,2.018238598,45,2229667
2009,Tamaulipas,3.282477225,108,3290198
2009,Tlaxcala,0.42777235,5,1168846
2009,Veracruz de Ignacio de la Llave,3.426501478,262,7646283
2009,Yucatán,1.074812586,21,1953829
2009,Zacatecas,0.870048837,13,1494169
2010,Nacional,2.11280752,2414,114255557
2010,Aguascalientes,1.254404003,15,1195787
2010,Baja California,7.349192705,237,3224844
2010,Baja California Sur,1.847245142,12,649616
2010,Campeche,1.314613241,11,836748
2010,Coahuila de Zaragoza,2.084821315,58,2782013
2010,Colima,3.035315901,20,658910
2010,Chiapas,4.119292257,202,4903755
2010,Chihuahua,3.460724886,122,3525273
2010,Distrito Federal,0.715515587,64,8944599
2010,Durango,1.976266832,33,1669815
2010,Guanajuato,0.737608802,41,5558502
2010,Guerrero,2.990479243,103,3444264
2010,Hidalgo,1.189553048,32,2690086
2010,Jalisco,1.800440033,134,7442625
2010,México,0.712832573,111,15571679
2010,Michoacán de Ocampo,1.199021508,53,4420271
2010,Morelos,1.219958521,22,1803340
2010,Nayarit,2.164385044,24,1108860
2010,Nuevo León,3.747401431,177,4723273
2010,Oaxaca,2.326718301,90,3868109
2010,Puebla,1.620103472,95,5863823
2010,Querétaro,1.352674047,25,1848191
2010,Quintana Roo,1.776534204,24,1350945
2010,San Luis Potosí,2.407834405,63,2616459
2010,Sinaloa,1.963992994,56,2851334
2010,Sonora,3.88700976,106,2727032
2010,Tabasco,2.264009223,51,2252641
2010,Tamaulipas,3.238707108,108,3334664
2010,Tlaxcala,0.421534334,5,1186143
2010,Veracruz de Ignacio de la Llave,3.617622724,279,7712247
2010,Yucatán,1.312673866,26,1980690
2010,Zacatecas,0.994023269,15,1509019
2011,Nacional,2.186149138,2529,115682867
2011,Aguascalientes,1.152174235,14,1215094
2011,Baja California,7.449474095,244,3275399
2011,Baja California Sur,1.337927877,9,672682
2011,Campeche,1.525153894,13,852373
2011,Coahuila de Zaragoza,2.448478164,69,2818077
2011,Colima,3.272528757,22,672263
2011,Chiapas,3.272676385,163,4980633
2011,Chihuahua,3.062444651,109,3559248
2011,Distrito Federal,0.851216343,76,8928400
2011,Durango,2.6029065,44,1690418
2011,Guanajuato,0.819278259,46,5614698
2011,Guerrero,3.080507184,107,3473454
2011,Hidalgo,1.245161267,34,2730570
2011,Jalisco,1.829454294,138,7543233
2011,México,0.719444528,114,15845558
2011,Michoacán de Ocampo,0.807518898,36,4458100
2011,Morelos,1.258765523,23,1827187
2011,Nayarit,3.532897904,40,1132215
2011,Nuevo León,3.189318576,153,4797263
2011,Oaxaca,2.845118661,111,3901419
2011,Puebla,1.853407591,110,5935014
2011,Querétaro,1.275845846,24,1881105
2011,Quintana Roo,2.22165367,31,1395357
2011,San Luis Potosí,2.077376613,55,2647570
2011,Sinaloa,3.230821341,93,2878525
2011,Sonora,4.516933804,125,2767364
2011,Tabasco,3.197351017,73,2283140
2011,Tamaulipas,2.724702837,92,3376515
2011,Tlaxcala,0.663189894,8,1206291
2011,Veracruz de Ignacio de la Llave,3.850201,300,7791801
2011,Yucatán,1.642477453,33,2009160
2011,Zacatecas,1.313420995,20,1522741
2012,Nacional,1.923048156,2251,117053751
2012,Aguascalientes,0.89146712,11,1233921
2012,Baja California,5.678023615,189,3328623
2012,Baja California Sur,1.725603206,12,695409
2012,Campeche,1.846775357,16,866375
2012,Coahuila de Zaragoza,2.207169869,63,2854334
2012,Colima,2.480325185,17,685394
2012,Chiapas,3.306558787,167,5050568
2012,Chihuahua,2.63977468,95,3598792
2012,Distrito Federal,0.774266088,69,8911665
2012,Durango,2.339535637,40,1709741
2012,Guanajuato,0.688051422,39,5668181
2012,Guerrero,3.286177167,115,3499507
2012,Hidalgo,0.938976292,26,2768973
2012,Jalisco,1.635236976,125,7644152
2012,México,0.571198496,92,16106485
2012,Michoacán de Ocampo,0.77868971,35,4494730
2012,Morelos,1.350758478,25,1850812
2012,Nayarit,3.981139783,46,1155448
2012,Nuevo León,3.286200996,160,4868844
2012,Oaxaca,2.747509243,108,3930833
2012,Puebla,1.082943293,65,6002161
2012,Querétaro,1.568378971,30,1912803
2012,Quintana Roo,1.735972474,25,1440115
2012,San Luis Potosí,2.467002902,66,2675311
2012,Sinaloa,2.305773036,67,2905750
2012,Sonora,4.37752642,123,2809806
2012,Tabasco,2.251987921,52,2309071
2012,Tamaulipas,2.719824715,93,3419338
2012,Tlaxcala,0,0,1224637
2012,Veracruz de Ignacio de la Llave,2.990352994,235,7858604
2012,Yucatán,1.080181903,22,2036694
2012,Zacatecas,1.496739061,23,1536674
2013,Nacional,2.011908386,2382,118395053
2013,Aguascalientes,1.117974231,14,1252265
2013,Baja California,8.458835638,286,3381080
2013,Baja California Sur,1.810090839,13,718196
2013,Campeche,1.703966493,15,880299
2013,Coahuila de Zaragoza,2.871864996,83,2890108
2013,Colima,3.007324984,21,698295
2013,Chiapas,2.773878503,142,5119186
2013,Chihuahua,2.860312775,104,3635966
2013,Distrito Federal,0.472242168,42,8893742
2013,Durango,1.735680204,30,1728429
2013,Guanajuato,0.45456858,26,5719709
2013,Guerrero,3.036444715,107,3523858
2013,Hidalgo,1.603515476,45,2806334
2013,Jalisco,1.730751173,134,7742303
2013,México,0.580535205,95,16364210
2013,Michoacán de Ocampo,0.92716992,42,4529914
2013,Morelos,1.013772364,19,1874188
2013,Nayarit,2.376097142,28,1178403
2013,Nuevo León,3.622705173,179,4941059
2013,Oaxaca,2.323794494,92,3959042
2013,Puebla,1.071262526,65,6067607
2013,Querétaro,1.080308598,21,1943889
2013,Quintana Roo,1.818230794,27,1484960
2013,San Luis Potosí,1.591328371,43,2702145
2013,Sinaloa,3.307968829,97,2932313
2013,Sonora,4.664273976,133,2851462
2013,Tabasco,2.61298706,61,2334493
2013,Tamaulipas,3.004620181,104,3461336
2013,Tlaxcala,0.643741943,8,1242734
2013,Veracruz de Ignacio de la Llave,3.294124418,261,7923198
2013,Yucatán,1.453382044,30,2064151
2013,Zacatecas,0.96763019,15,1550179
