Periodo,Entidad federativa,Tasa de mortalidad por VIH/SIDA (por 100 mil habitantes),Defunciones por VIH/SIDA,Población total
2008,Zacatecas,1.354890545,20,1476134
2009,Nacional,4.531575056,5114,112852594
2009,Aguascalientes,2.210993399,26,1175942
2009,Baja California,8.67968156,275,3168319
2009,Baja California Sur,5.423512522,34,626900
2009,Campeche,7.038228502,58,824071
2009,Coahuila de Zaragoza,3.097706021,85,2743966
2009,Colima,7.131230137,46,645050
2009,Chiapas,5.500042801,266,4836326
2009,Chihuahua,4.619675859,161,3485093
2009,Distrito Federal,5.601682022,502,8961594
2009,Durango,2.302971682,38,1650042
2009,Guanajuato,1.726220047,95,5503354
2009,Guerrero,5.446233958,186,3415204
2009,Hidalgo,2.113794624,56,2649264
2009,Jalisco,3.9143518,287,7331993
2009,México,2.814116076,431,15315644
2009,Michoacán de Ocampo,2.282263503,100,4381615
2009,Morelos,5.506521295,98,1779708
2009,Nayarit,4.336705506,47,1083772
2009,Nuevo León,4.089380954,190,4646180
2009,Oaxaca,4.871899017,187,3838339
2009,Puebla,3.329632208,193,5796436
2009,Querétaro,3.029536883,55,1815459
2009,Quintana Roo,8.040524242,105,1305885
2009,San Luis Potosí,2.626459182,68,2589037
2009,Sinaloa,3.084113342,87,2820908
2009,Sonora,4.739688472,127,2679501
2009,Tabasco,9.777244763,218,2229667
2009,Tamaulipas,5.683548528,187,3290198
2009,Tlaxcala,2.224416219,26,1168846
2009,Veracruz de Ignacio de la Llave,9.677904938,740,7646283
2009,Yucatán,6.039423102,118,1953829
2009,Zacatecas,1.472390339,22,1494169
2010,Nacional,4.250996737,4857,114255557
2010,Aguascalientes,1.839792538,22,1195787
2010,Baja California,8.124424003,262,3224844
2010,Baja California Sur,5.541735425,36,649616
2010,Campeche,5.377963258,45,836748
2010,Coahuila de Zaragoza,2.659944436,74,2782013
2010,Colima,4.856505441,32,658910
2010,Chiapas,4.608713119,226,4903755
2010,Chihuahua,4.708855172,166,3525273
2010,Distrito Federal,4.662031244,417,8944599
2010,Durango,2.335588074,39,1669815
2010,Guanajuato,1.637131731,91,5558502
2010,Guerrero,5.806755812,200,3444264
2010,Hidalgo,1.709982506,46,2690086
2010,Jalisco,3.802421861,283,7442625
2010,México,2.607297517,406,15571679
2010,Michoacán de Ocampo,2.420666063,107,4420271
2010,Morelos,3.659875564,66,1803340
2010,Nayarit,5.771693451,64,1108860
2010,Nuevo León,4.573100052,216,4723273
2010,Oaxaca,4.007125963,155,3868109
2010,Puebla,2.865025087,168,5863823
2010,Querétaro,1.785529742,33,1848191
2010,Quintana Roo,9.918982638,134,1350945
2010,San Luis Potosí,2.407834405,63,2616459
2010,Sinaloa,3.086274705,88,2851334
2010,Sonora,4.290378697,117,2727032
2010,Tabasco,11.23126144,253,2252641
2010,Tamaulipas,5.487809267,183,3334664
2010,Tlaxcala,2.866433474,34,1186143
2010,Veracruz de Ignacio de la Llave,8.869010549,684,7712247
2010,Yucatán,6.058494767,120,1980690
2010,Zacatecas,1.789241885,27,1509019
2011,Nacional,4.353280767,5036,115682867
2011,Aguascalientes,1.810559512,22,1215094
2011,Baja California,8.609638093,282,3275399
2011,Baja California Sur,7.878908608,53,672682
2011,Campeche,5.865976515,50,852373
2011,Coahuila de Zaragoza,2.732359691,77,2818077
2011,Colima,6.842560129,46,672263
2011,Chiapas,4.838742385,241,4980633
2011,Chihuahua,4.663906533,166,3559248
2011,Distrito Federal,4.491286233,401,8928400
2011,Durango,2.543749534,43,1690418
2011,Guanajuato,1.994764456,112,5614698
2011,Guerrero,4.98063311,173,3473454
2011,Hidalgo,1.648007559,45,2730570
2011,Jalisco,3.884276145,293,7543233
2011,México,2.820979861,447,15845558
2011,Michoacán de Ocampo,2.063659406,92,4458100
2011,Morelos,4.214128056,77,1827187
2011,Nayarit,7.065795807,80,1132215
2011,Nuevo León,3.668758623,176,4797263
2011,Oaxaca,3.870386646,151,3901419
2011,Puebla,3.369831984,200,5935014
2011,Querétaro,2.179569987,41,1881105
2011,Quintana Roo,9.674943402,135,1395357
2011,San Luis Potosí,2.303999517,61,2647570
2011,Sinaloa,3.543481471,102,2878525
2011,Sonora,4.119443629,114,2767364
2011,Tabasco,10.64323695,243,2283140
2011,Tamaulipas,6.426744735,217,3376515
2011,Tlaxcala,2.238265891,27,1206291
2011,Veracruz de Ignacio de la Llave,9.407324443,733,7791801
2011,Yucatán,5.574468932,112,2009160
2011,Zacatecas,1.576105195,24,1522741
2012,Nacional,4.247621249,4972,117053751
2012,Aguascalientes,2.188146567,27,1233921
2012,Baja California,8.562099102,285,3328623
2012,Baja California Sur,6.61481229,46,695409
2012,Campeche,8.887606406,77,866375
2012,Coahuila de Zaragoza,3.047996485,87,2854334
2012,Colima,8.754088889,60,685394
2012,Chiapas,4.930138551,249,5050568
2012,Chihuahua,3.945768469,142,3598792
2012,Distrito Federal,4.780251502,426,8911665
2012,Durango,1.637674946,28,1709741
2012,Guanajuato,1.587810975,90,5668181
2012,Guerrero,4.343468951,152,3499507
2012,Hidalgo,1.733494693,48,2768973
2012,Jalisco,3.505948076,268,7644152
2012,México,2.793905685,450,16106485
2012,Michoacán de Ocampo,2.514055349,113,4494730
2012,Morelos,4.214366451,78,1850812
2012,Nayarit,5.192791021,60,1155448
2012,Nuevo León,3.840747414,187,4868844
2012,Oaxaca,3.383506753,133,3930833
2012,Puebla,3.315472544,199,6002161
2012,Querétaro,2.66624425,51,1912803
2012,Quintana Roo,8.332667877,120,1440115
2012,San Luis Potosí,2.803412388,75,2675311
2012,Sinaloa,2.890819926,84,2905750
2012,Sonora,4.769012523,134,2809806
2012,Tabasco,10.87017246,251,2309071
2012,Tamaulipas,5.439649429,186,3419338
2012,Tlaxcala,1.714793853,21,1224637
2012,Veracruz de Ignacio de la Llave,8.920159357,701,7858604
2012,Yucatán,6.530190593,133,2036694
2012,Zacatecas,0.715831725,11,1536674
2013,Nacional,4.193587379,4965,118395053
2013,Aguascalientes,2.715080275,34,1252265
2013,Baja California,8.133495806,275,3381080
2013,Baja California Sur,5.569510273,40,718196
2013,Campeche,7.156659271,63,880299
2013,Coahuila de Zaragoza,3.70228379,107,2890108
2013,Colima,7.589915437,53,698295
2013,Chiapas,4.785917136,245,5119186
2013,Chihuahua,3.602893976,131,3635966
2013,Distrito Federal,4.56500762,406,8893742
2013,Durango,2.5456643,44,1728429
2013,Guanajuato,1.433639369,82,5719709
2013,Guerrero,5.108037838,180,3523858
2013,Hidalgo,1.924218571,54,2806334
2013,Jalisco,3.745655524,290,7742303
2013,México,2.627685663,430,16364210
2013,Michoacán de Ocampo,2.00886816,91,4529914
2013,Morelos,4.908792501,92,1874188
2013,Nayarit,5.685661017,67,1178403
2013,Nuevo León,3.906045243,193,4941059
2013,Oaxaca,3.864571278,153,3959042
2013,Puebla,3.06545892,186,6067607
2013,Querétaro,3.13803926,61,1943889
2013,Quintana Roo,9.023812089,134,1484960
2013,San Luis Potosí,1.924397099,52,2702145
2013,Sinaloa,3.1033522,91,2932313
2013,Sonora,4.453855601,127,2851462
2013,Tabasco,10.5804558,247,2334493
2013,Tamaulipas,5.63366284,195,3461336
2013,Tlaxcala,2.253096801,28,1242734
2013,Veracruz de Ignacio de la Llave,8.645498951,685,7923198
2013,Yucatán,5.4744057,113,2064151
2013,Zacatecas,1.032138869,16,1550179
