Periodo,Entidad federativa,Tasa de mortalidad en niños menores de 5 años,Defunciones en la población menor de 5 años de edad,Nacidos vivos
2009,Coahuila de Zaragoza,12.82781688,698,54413
2009,Colima,14.1757488,186,13121
2009,Chiapas,23.36942399,2698,115450
2009,Chihuahua,20.31044537,1421,69964
2009,Distrito Federal,14.17395964,1984,139975
2009,Durango,15.2633883,523,34265
2009,Guanajuato,16.78798947,1958,116631
2009,Guerrero,22.42360271,1742,77686
2009,Hidalgo,19.9055511,1117,56115
2009,Jalisco,14.87977861,2226,149599
2009,México,19.67274421,5997,304838
2009,Michoacán de Ocampo,17.73215627,1629,91867
2009,Morelos,15.51996259,531,34214
2009,Nayarit,15.2660932,323,21158
2009,Nuevo León,11.61341891,988,85074
2009,Oaxaca,23.16690237,1933,83438
2009,Puebla,22.32929749,2901,129919
2009,Querétaro,16.38908811,617,37647
2009,Quintana Roo,16.13277623,417,25848
2009,San Luis Potosí,18.09813701,987,54536
2009,Sinaloa,12.92351937,719,55635
2009,Sonora,15.41011086,809,52498
2009,Tabasco,16.30045127,773,47422
2009,Tamaulipas,15.19494964,970,63837
2009,Tlaxcala,20.22153021,513,25369
2009,Veracruz de Ignacio de la Llave,19.42389466,2791,143689
2009,Yucatán,15.09095568,589,39030
2009,Zacatecas,15.37546189,491,31934
2010,Nacional,17.22941151,38796,2251731
2010,Aguascalientes,13.50073744,357,26443
2010,Baja California,19.08275104,1076,56386
2010,Baja California Sur,14.86236918,169,11371
2010,Campeche,14.82396541,240,16190
2010,Coahuila de Zaragoza,12.46215198,675,54164
2010,Colima,13.61168464,178,13077
2010,Chiapas,22.42848793,2571,114631
2010,Chihuahua,19.80588768,1355,68414
2010,Distrito Federal,13.75700555,1895,137748
2010,Durango,14.67381696,498,33938
2010,Guanajuato,16.07198316,1863,115916
2010,Guerrero,21.53705158,1645,76380
2010,Hidalgo,19.19175598,1069,55701
2010,Jalisco,14.41971255,2143,148616
2010,México,19.05591087,5822,305522
2010,Michoacán de Ocampo,17.07081144,1553,90974
2010,Morelos,15.07699514,515,34158
2010,Nayarit,14.79695551,313,21153
2010,Nuevo León,11.3376816,963,84938
2010,Oaxaca,22.19939577,1837,82750
2010,Puebla,21.38297708,2767,129402
2010,Querétaro,15.78245801,592,37510
2010,Quintana Roo,15.77706813,415,26304
2010,San Luis Potosí,17.47902886,946,54122
2010,Sinaloa,12.53151013,691,55141
2010,Sonora,15.00815661,782,52105
2010,Tabasco,15.70680628,741,47177
2010,Tamaulipas,14.68904998,924,62904
2010,Tlaxcala,19.34235977,490,25333
2010,Veracruz de Ignacio de la Llave,18.73291751,2673,142690
2010,Yucatán,14.65998056,573,39086
2010,Zacatecas,14.76753049,465,31488
2011,Nacional,16.73944848,37769,2256287
2011,Aguascalientes,11.71107734,316,26983
2011,Baja California,18.05665872,1023,56655
2011,Baja California Sur,11.6463318,147,12622
2011,Campeche,17.23702488,273,15838
2011,Coahuila de Zaragoza,11.81222511,658,55705
2011,Colima,13.92275623,177,12713
2011,Chiapas,21.03762582,2435,115745
2011,Chihuahua,19.13706555,1300,67931
2011,Distrito Federal,16.42937771,2256,137315
2011,Durango,17.10464506,619,36189
2011,Guanajuato,13.79890408,1657,120082
2011,Guerrero,21.34827059,1635,76587
2011,Hidalgo,18.52352867,1027,55443
2011,Jalisco,14.63465377,2251,153813
2011,México,18.77495052,5559,296086
2011,Michoacán de Ocampo,14.14373089,1295,91560
2011,Morelos,15.69375635,510,32497
2011,Nayarit,14.60323292,318,21776
2011,Nuevo León,10.99442652,937,85225
2011,Oaxaca,21.48547616,1753,81590
2011,Puebla,21.56226563,2645,122668
2011,Querétaro,13.63020232,543,39838
2011,Quintana Roo,15.20049257,395,25986
2011,San Luis Potosí,17.02016722,914,53701
2011,Sinaloa,13.98104708,748,53501
2011,Sonora,13.23956076,721,54458
2011,Tabasco,16.8479546,855,50748
2011,Tamaulipas,13.76478731,875,63568
2011,Tlaxcala,16.41645545,421,25645
2011,Veracruz de Ignacio de la Llave,17.98913837,2587,143809
2011,Yucatán,12.60771206,496,39341
2011,Zacatecas,13.79242884,423,30669
2012,Nacional,16.08547424,36500,2269128
2012,Aguascalientes,13.01319648,355,27280
2012,Baja California,17.63137525,1025,58135
2012,Baja California Sur,12.4951494,161,12885
2012,Campeche,18.91412132,309,16337
2012,Coahuila de Zaragoza,14.8062802,861,58151
2012,Colima,13.12067882,167,12728
2012,Chiapas,19.49272586,2188,112247
2012,Chihuahua,17.3965032,1193,68577
2012,Distrito Federal,15.32715372,2138,139491
2012,Durango,15.11885019,547,36180
2012,Guanajuato,13.35721215,1611,120609
2012,Guerrero,19.37301867,1430,73814
2012,Hidalgo,17.74423087,985,55511
2012,Jalisco,13.53282832,2083,153922
2012,México,17.20656082,5240,304535
2012,Michoacán de Ocampo,14.38488961,1380,95934
2012,Morelos,14.70764798,490,33316
2012,Nayarit,13.77335333,303,21999
2012,Nuevo León,11.75859863,974,82833
2012,Oaxaca,20.52551221,1667,81216
2012,Puebla,19.72950087,2493,126359
2012,Querétaro,14.03430608,567,40401
2012,Quintana Roo,13.67989056,380,27778
2012,San Luis Potosí,15.77806996,852,53999
2012,Sinaloa,12.01342788,637,53024
2012,Sonora,15.42451542,791,51282
2012,Tabasco,16.71824137,832,49766
2012,Tamaulipas,14.41043783,888,61622
2012,Tlaxcala,17.23753622,464,26918
2012,Veracruz de Ignacio de la Llave,17.96305351,2535,141123
2012,Yucatán,13.49085175,539,39953
2012,Zacatecas,13.3000032,415,31203
2013,Nacional,15.73374374,35464,2254009
2013,Aguascalientes,10.99264706,299,27200
2013,Baja California,17.63855082,1000,56694
2013,Baja California Sur,13.24556474,165,12457
2013,Campeche,16.82520809,283,16820
2013,Coahuila de Zaragoza,13.57076547,804,59245
2013,Colima,12.96268545,173,13346
2013,Chiapas,19.15177428,2168,113201
2013,Chihuahua,18.74990887,1286,68587
2013,Distrito Federal,14.71734749,2001,135962
2013,Durango,15.3693877,559,36371
2013,Guanajuato,13.27655951,1559,117425
2013,Guerrero,19.40318661,1437,74060
2013,Hidalgo,16.9521802,949,55981
2013,Jalisco,12.9465198,1964,151701
2013,México,17.16720834,5092,296612
2013,Michoacán de Ocampo,14.06779839,1340,95253
2013,Morelos,14.39382698,485,33695
2013,Nayarit,13.48730209,299,22169
2013,Nuevo León,11.42279103,1005,87982
2013,Oaxaca,19.330435,1574,81426
2013,Puebla,18.59591304,2336,125619
2013,Querétaro,14.03552664,561,39970
2013,Quintana Roo,13.42710997,378,28152
2013,San Luis Potosí,16.09526302,861,53494
2013,Sinaloa,11.82145785,620,52447
2013,Sonora,13.00837893,680,52274
2013,Tabasco,15.92525122,813,51051
2013,Tamaulipas,15.25367156,914,59920
2013,Tlaxcala,15.82828244,410,25903
2013,Veracruz de Ignacio de la Llave,18.29728006,2524,137944
2013,Yucatán,12.73577711,501,39338
2013,Zacatecas,13.37117629,424,31710
