Periodo,Entidad de Residencia,Defunciones por Neoplasias Malignas,Poblacion Total,Tasa de Mortalidad por Neoplasias Malignas
2008,Nuevo León,2974,4566871,65.12117378
2008,Oaxaca,2132,3804078,56.0451179
2008,Puebla,2972,5722490,51.9354337
2008,Querétaro de Arteaga,859,1780583,48.24262615
2008,Quintana Roo,391,1261970,30.98330388
2008,San Luis Potosí,1569,2555735,61.39134143
2008,Sinaloa,1911,2787098,68.56594207
2008,Sonora,1904,2632192,72.3351488
2008,Tabasco,1175,2202203,53.35566249
2008,Tamaulipas,2154,3239174,66.49843448
2008,Tlaxcala,593,1149453,51.58975617
2008,Veracruz Llave,5279,7571413,69.7227849
2008,Yucatán,1202,1925861,62.41364252
2008,Zacatecas,923,1476134,62.52819866
2008,Nacional,66915,111299015,60.12182588
2009,Aguascalientes,657,1175942,55.87010244
2009,Baja California,1838,3168319,58.0118353
2009,Baja California Sur,392,626900,62.52990908
2009,Campeche,500,824071,60.67438364
2009,Coahuila de Zaragoza,1715,2743966,62.50077443
2009,Colima,405,645050,62.78583056
2009,Chiapas,2525,4836326,52.20905291
2009,Chihuahua,2338,3485093,67.0857277
2009,Distrito Federal,7273,8961594,81.15743695
2009,Durango,1000,1650042,60.60451795
2009,Guanajuato,2833,5503354,51.47769887
2009,Guerrero,1804,3415204,52.82261323
2009,Hidalgo,1471,2649264,55.52485521
2009,Jalisco,4878,7331993,66.53034175
2009,México,7465,15315644,48.74101278
2009,Michoacán de Ocampo,2967,4381615,67.71475814
2009,Morelos,1151,1779708,64.67353071
2009,Nayarit,770,1083772,71.04815404
2009,Nuevo León,3106,4646180,66.85061707
2009,Oaxaca,2148,3838339,55.96170635
2009,Puebla,3006,5796436,51.85945295
2009,Querétaro de Arteaga,883,1815459,48.63783759
2009,Quintana Roo,448,1305885,34.30623677
2009,San Luis Potosí,1549,2589037,59.82919518
2009,Sinaloa,1886,2820908,66.85790533
2009,Sonora,1913,2679501,71.39389013
2009,Tabasco,1194,2229667,53.55059747
2009,Tamaulipas,2200,3290198,66.8652768
2009,Tlaxcala,570,1168846,48.76604788
2009,Veracruz Llave,5325,7646283,69.6416808
2009,Yucatán,1218,1953829,62.33912999
2009,Zacatecas,929,1494169,62.17502839
2009,Nacional,68357,112852594,60.5719351
2010,Aguascalientes,671,1195787,56.11367242
2010,Baja California,1864,3224844,57.80124558
2010,Baja California Sur,373,649616,57.41853649
2010,Campeche,468,836748,55.93081788
2010,Coahuila de Zaragoza,1718,2782013,61.75384515
2010,Colima,484,658910,73.45464479
2010,Chiapas,2584,4903755,52.69431283
2010,Chihuahua,2382,3525273,67.56923506
2010,Distrito Federal,7422,8944599,82.97744818
2010,Durango,948,1669815,56.77275626
2010,Guanajuato,2964,5558502,53.32371923
2010,Guerrero,1787,3444264,51.88336318
2010,Hidalgo,1528,2690086,56.80115803
2010,Jalisco,4971,7442625,66.79095077
2010,México,7873,15571679,50.55973733
2010,Michoacán de Ocampo,2891,4420271,65.4032298
2010,Morelos,1228,1803340,68.09586656
2010,Nayarit,758,1108860,68.35849431
2010,Nuevo León,3172,4723273,67.15682113
2010,Oaxaca,2280,3868109,58.94353029
2010,Puebla,3031,5863823,51.68982761
2010,Querétaro de Arteaga,937,1848191,50.69822329
2010,Quintana Roo,503,1350945,37.23319602
2010,San Luis Potosí,1635,2616459,62.48903575
2010,Sinaloa,1970,2851334,69.09046783
2010,Sonora,2071,2727032,75.94336993
2010,Tabasco,1235,2252641,54.82453707
2010,Tamaulipas,2250,3334664,67.47306475
2010,Tlaxcala,573,1186143,48.30783472
2010,Veracruz Llave,5358,7712247,69.47391597
2010,Yucatán,1221,1980690,61.64518425
2010,Zacatecas,965,1509019,63.94883033
2010,Nacional,70115,114255557,61.36681825
2011,Aguascalientes,674,1215094,55.4689596
2011,Baja California,1863,3275399,56.87856655
2011,Baja California Sur,392,672682,58.27419197
2011,Campeche,442,852373,51.85523239
2011,Coahuila de Zaragoza,1774,2818077,62.95072846
2011,Colima,474,672263,70.50811959
2011,Chiapas,2617,4980633,52.54352208
2011,Chihuahua,2550,3559248,71.64434735
2011,Distrito Federal,7527,8928400,84.30401864
2011,Durango,972,1690418,57.50057086
2011,Guanajuato,3111,5614698,55.40814484
2011,Guerrero,1771,3473454,50.98671236
2011,Hidalgo,1500,2730570,54.9335853
2011,Jalisco,5053,7543233,66.98719236
2011,México,7924,15845558,50.00770563
2011,Michoacán de Ocampo,2823,4458100,63.32294027
2011,Morelos,1223,1827187,66.93348847
2011,Nayarit,799,1132215,70.56963563
2011,Nuevo León,3286,4797263,68.49739112
2011,Oaxaca,2259,3901419,57.9020095
2011,Puebla,3087,5935014,52.01335667
2011,Querétaro de Arteaga,950,1881105,50.5022314
2011,Quintana Roo,509,1395357,36.47811994
2011,San Luis Potosí,1695,2647570,64.02097017
2011,Sinaloa,1994,2878525,69.27158875
2011,Sonora,2126,2767364,76.82401014
2011,Tabasco,1273,2283140,55.75654581
2011,Tamaulipas,2256,3376515,66.81445218
2011,Tlaxcala,584,1206291,48.41286224
2011,Veracruz Llave,5488,7791801,70.43301029
2011,Yucatán,1287,2009160,64.05662068
2011,Zacatecas,947,1522741,62.19048413
2011,Nacional,71230,115682867,61.57350855
2012,Aguascalientes,745,1233921,60.37663675
2012,Baja California,1910,3328623,57.38108521
2012,Baja California Sur,420,695409,60.39611222
2012,Campeche,488,866375,56.32664839
2012,Coahuila de Zaragoza,1882,2854334,65.93482052
2012,Colima,520,685394,75.86877037
2012,Chiapas,2675,5050568,52.96433985
2012,Chihuahua,2509,3598792,69.71783865
2012,Distrito Federal,7503,8911665,84.19302117
2012,Durango,960,1709741,56.14885529
2012,Guanajuato,3103,5668181,54.74419395
2012,Guerrero,1835,3499507,52.43595741
2012,Hidalgo,1635,2768973,59.04716297
2012,Jalisco,5110,7644152,66.84848758
2012,México,8178,16106485,50.77457931
2012,Michoacán de Ocampo,3023,4494730,67.25654266
2012,Morelos,1295,1850812,69.96928916
2012,Nayarit,772,1155448,66.81391114
2012,Nuevo León,3351,4868844,68.8253721
2012,Oaxaca,2373,3930833,60.36888364
2012,Puebla,3278,6002161,54.61366331
2012,Querétaro de Arteaga,1088,1912803,56.87987733
2012,Quintana Roo,530,1440115,36.80261646
2012,San Luis Potosí,1708,2675311,63.84304479
2012,Sinaloa,1974,2905750,67.93426826
2012,Sonora,2208,2809806,78.58193769
2012,Tabasco,1213,2309071,52.531949
2012,Tamaulipas,2305,3419338,67.41070932
2012,Tlaxcala,596,1224637,48.66748269
2012,Veracruz Llave,5680,7858604,72.27746811
2012,Yucatán,1260,2036694,61.86496351
2012,Zacatecas,1007,1536674,65.53114063
2012,Nacional,73134,117053751,62.47898882
2013,Aguascalientes,728,1252265,58.13466
2013,Baja California,2148,3381080,63.52999633
2013,Baja California Sur,445,718196,61.96080179
2013,Campeche,478,880299,54.29973225
2013,Coahuila de Zaragoza,1942,2890108,67.19472075
2013,Colima,497,698295,71.17335796
2013,Chiapas,2887,5119186,56.39568478
2013,Chihuahua,2606,3635966,71.67283742
2013,Distrito Federal,6453,8893742,72.55663589
2013,Durango,996,1728429,57.62458279
2013,Guanajuato,3229,5719709,56.45392099
2013,Guerrero,1803,3523858,51.16551234
2013,Hidalgo,1679,2806334,59.8289441
2013,Jalisco,5211,7742303,67.30555495
2013,México,8265,16364210,50.5065628
2013,Michoacán de Ocampo,2948,4529914,65.07849818
2013,Morelos,1284,1874188,68.50966925
2013,Nayarit,731,1178403,62.03310752
2013,Nuevo León,3439,4941059,69.60046419
2013,Oaxaca,2328,3959042,58.80210415
2013,Puebla,3417,6067607,56.31544693
2013,Querétaro de Arteaga,1027,1943889,52.83223476
2013,Quintana Roo,545,1484960,36.70132529
2013,San Luis Potosí,1757,2702145,65.02241738
2013,Sinaloa,1975,2932313,67.35297357
2013,Sonora,2283,2851462,80.06419163
2013,Tabasco,1263,2334493,54.10168289
2013,Tamaulipas,2354,3461336,68.00842218
2013,Tlaxcala,594,1242734,47.79783928
2013,Veracruz Llave,5645,7923198,71.24648406
2013,Yucatán,1285,2064151,62.25319756
2013,Zacatecas,1074,1550179,69.28232159
2013,Nacional,73316,118395053,61.92488465
