Periodo,Entidad federativa,Casos confirmados de tuberculosis,Población total,Tasa de incidencia asociada a la tuberculosis (todas las formas) por 100 mil habitantes
1996,México,1065,11876981,8.966925181
1996,Michoacán de Ocampo,490,4140754,11.83359359
1996,Morelos,326,1533870,21.25343086
1996,Nayarit,420,910767,46.11497782
1996,Nuevo León,1505,3663689,41.07881428
1996,Oaxaca,920,3566944,25.79238698
1996,Puebla,719,4969986,14.46684156
1996,Querétaro,83,1434671,5.785298511
1996,Quintana Roo,180,788218,22.83632193
1996,San Luis Potosí,387,2336411,16.56386655
1996,Sinaloa,777,2420265,32.1039225
1996,Sonora,506,2117226,23.8991964
1996,Tabasco,616,1849738,33.30201358
1996,Tamaulipas,737,2560332,28.7853294
1996,Tlaxcala,65,934238,6.957541868
1996,Veracruz de Ignacio de la Llave,2502,7075631,35.36080386
1996,Yucatán,229,1614983,14.17971582
1996,Zacatecas,380,1428912,26.59366007
1995,Estados Unidos Mexicanos,20882,94490336,22.0996145
1995,Aguascalientes,80,921048,8.685757963
1995,Baja California,1213,2141231,56.6496562
1995,Baja California Sur,105,400667,26.20630099
1995,Campeche,249,629897,39.53027241
1995,Coahuila de Zaragoza,480,2197744,21.84057834
1995,Colima,97,517359,18.74906979
1995,Chiapas,1628,3732019,43.62250031
1995,Chihuahua,755,2695309,28.01163058
1995,Distrito Federal,1038,8853087,11.72472382
1995,Durango,239,1451581,16.4648063
1995,Guanajuato,395,4941687,7.993221748
1995,Guerrero,1611,3148736,51.16338747
1995,Hidalgo,387,2308109,16.76697244
1995,Jalisco,918,6197229,14.8130721
1995,México,1359,11591879,11.72372486
1995,Michoacán de Ocampo,582,4123078,14.11566795
1995,Morelos,272,1514605,17.95847762
1995,Nayarit,343,902312,38.01345876
1995,Nuevo León,981,3591906,27.31140514
1995,Oaxaca,1188,3535280,33.60412754
1995,Puebla,548,4895089,11.19489349
1995,Querétaro,138,1403630,9.831650791
1995,Quintana Roo,113,751792,15.03075319
1995,San Luis Potosí,444,2317524,19.15837765
1995,Sinaloa,759,2387913,31.7850776
1995,Sonora,597,2073741,28.7885517
1995,Tabasco,590,1816022,32.4885932
1995,Tamaulipas,853,2505876,34.0399924
1995,Tlaxcala,59,914661,6.450477281
1995,Veracruz de Ignacio de la Llave,2596,7013920,37.01211306
1995,Yucatán,148,1587453,9.323110668
1995,Zacatecas,117,1427952,8.193552724
1994,Estados Unidos Mexicanos,16353,93055300,17.5734214
1994,Aguascalientes,89,902128,9.865562315
1994,Baja California,811,2058198,39.40340045
1994,Baja California Sur,123,387994,31.70152116
1994,Campeche,131,614694,21.31141674
1994,Coahuila de Zaragoza,336,2158403,15.56706509
1994,Colima,94,509258,18.45822746
1994,Chiapas,920,3644811,25.24136368
1994,Chihuahua,710,2636937,26.92517872
1994,Distrito Federal,361,8828375,4.089087743
1994,Durango,132,1439646,9.168920693
1994,Guanajuato,278,4889078,5.686143686
1994,Guerrero,889,3124968,28.44829131
1994,Hidalgo,243,2288570,10.61798416
1994,Jalisco,952,6118571,15.55918858
1994,México,1348,11300207,11.92898502
1994,Michoacán de Ocampo,403,4100535,9.82798586
1994,Morelos,192,1493515,12.85557895
1994,Nayarit,383,893093,42.88467159
1994,Nuevo León,1149,3519985,32.64218455
1994,Oaxaca,907,3501881,25.90036612
1994,Puebla,396,4815366,8.223673964
1994,Querétaro,91,1372231,6.631536527
1994,Quintana Roo,99,715788,13.83091083
1994,San Luis Potosí,293,2296679,12.75755123
1994,Sinaloa,873,2354573,37.07678632
1994,Sonora,268,2030370,13.19956461
1994,Tabasco,410,1781609,23.01290575
1994,Tamaulipas,921,2452645,37.55129666
1994,Tlaxcala,49,895027,5.474695177
1994,Veracruz de Ignacio de la Llave,2266,6945101,32.62731528
1994,Yucatán,130,1559473,8.336149456
1994,Zacatecas,106,1425591,7.43551271
1993,Estados Unidos Mexicanos,15145,91600655,16.53372457
1993,Aguascalientes,74,882995,8.380568406
1993,Baja California,864,1976271,43.71870052
1993,Baja California Sur,138,375535,36.74757346
1993,Campeche,112,599335,18.68737851
1993,Coahuila de Zaragoza,394,2119320,18.59086877
1993,Colima,68,500880,13.57610605
1993,Chiapas,902,3559521,25.34048823
1993,Chihuahua,801,2578946,31.05920015
1993,Distrito Federal,801,8801777,9.10043506
1993,Durango,129,1427650,9.035828109
1993,Guanajuato,360,4833834,7.447504403
1993,Guerrero,551,3100542,17.77108647
1993,Hidalgo,653,2268750,28.78236915
1993,Jalisco,749,6036556,12.40773713
1993,México,997,11004587,9.059858403
1993,Michoacán de Ocampo,388,4075275,9.520829883
1993,Morelos,164,1471328,11.14639292
1993,Nayarit,340,883537,38.48169347
1993,Nuevo León,937,3448999,27.16730274
1993,Oaxaca,644,3468037,18.56958274
1993,Puebla,316,4734278,6.674724213
1993,Querétaro,112,1340778,8.35335902
1993,Quintana Roo,87,680236,12.78967888
1993,San Luis Potosí,279,2274743,12.26512182
1993,Sinaloa,696,2320874,29.98870253
1993,Sonora,276,1987353,13.88781963
1993,Tabasco,283,1746827,16.20080294
1993,Tamaulipas,897,2401107,37.35776873
1993,Tlaxcala,44,875468,5.025883299
1993,Veracruz de Ignacio de la Llave,1867,6871335,27.17084817
1993,Yucatán,111,1531251,7.248974858
1993,Zacatecas,111,1422730,7.801901977
1992,Estados Unidos Mexicanos,14466,90132585,16.04968947
1992,Aguascalientes,163,863697,18.87235917
1992,Baja California,1034,1895648,54.54599166
1992,Baja California Sur,150,363307,41.28739606
1992,Campeche,90,583930,15.41280633
1992,Coahuila de Zaragoza,434,2080707,20.8582948
1992,Colima,138,492181,28.03846552
1992,Chiapas,866,3476913,24.90715183
1992,Chihuahua,482,2521954,19.11216462
1992,Distrito Federal,775,8772275,8.834652356
1992,Durango,88,1415393,6.217354473
1992,Guanajuato,229,4777030,4.793773537
1992,Guerrero,465,3075833,15.11785588
1992,Hidalgo,202,2248684,8.983031853
1992,Jalisco,798,5951246,13.40895671
1992,México,1068,10706626,9.975131288
1992,Michoacán de Ocampo,377,4047191,9.315102747
1992,Morelos,185,1448069,12.77563431
1992,Nayarit,384,873510,43.96057286
1992,Nuevo León,850,3378692,25.15766456
1992,Oaxaca,625,3433323,18.20393828
1992,Puebla,364,4654771,7.819933569
1992,Querétaro,149,1309252,11.38054401
1992,Quintana Roo,68,645180,10.53969435
1992,San Luis Potosí,283,2251877,12.56729386
1992,Sinaloa,669,2286742,29.25559595
1992,Sonora,385,1944455,19.79989251
1992,Tabasco,301,1711673,17.58513454
1992,Tamaulipas,941,2350664,40.03124224
1992,Tlaxcala,46,856069,5.37339864
1992,Veracruz de Ignacio de la Llave,1627,6793533,23.94924703
1992,Yucatán,144,1502887,9.581558693
1992,Zacatecas,86,1419273,6.059440291
1991,Estados Unidos Mexicanos,15109,88630941,17.0470942
1991,Aguascalientes,112,844162,13.26759556
1991,Baja California,811,1815903,44.66097583
1991,Baja California Sur,115,351246,32.74058637
1991,Campeche,106,568384,18.64936381
1991,Coahuila de Zaragoza,403,2042564,19.73010393
1991,Colima,125,483048,25.87734552
1991,Chiapas,956,3395180,28.15756455
1991,Chihuahua,219,2465322,8.883220934
1991,Distrito Federal,882,8738833,10.09288082
1991,Durango,157,1402493,11.19435177
1991,Guanajuato,259,4718814,5.48866728
1991,Guerrero,455,3049039,14.92273467
1991,Hidalgo,165,2227905,7.406060851
1991,Jalisco,713,5861907,12.16327724
1991,México,1134,10403594,10.90007934
1991,Michoacán de Ocampo,426,4015276,10.60948239
1991,Morelos,164,1423487,11.52100441
1991,Nayarit,186,862823,21.5571444
1991,Nuevo León,1222,3308191,36.93861691
1991,Oaxaca,808,3396857,23.78669458
1991,Puebla,476,4575107,10.40412825
1991,Querétaro,157,1277558,12.28907024
1991,Quintana Roo,123,610571,20.14507731
1991,San Luis Potosí,300,2227649,13.46711264
1991,Sinaloa,558,2251748,24.78074811
1991,Sonora,370,1901710,19.45617365
1991,Tabasco,312,1675650,18.61964014
1991,Tamaulipas,1224,2300861,53.19747694
1991,Tlaxcala,136,836761,16.25314755
1991,Veracruz de Ignacio de la Llave,1748,6709491,26.05264691
1991,Yucatán,176,1474038,11.93999069
1991,Zacatecas,111,1414769,7.845803803
1990,Estados Unidos Mexicanos,14437,87064847,16.58189326
1990,Aguascalientes,99,824227,12.01125418
1990,Baja California,854,1732550,49.29150674
1990,Baja California Sur,111,339387,32.70602586
1990,Campeche,122,553106,22.05725485
1990,Coahuila de Zaragoza,456,2005016,22.74296065
1990,Colima,174,473115,36.77752766
1990,Chiapas,952,3314875,28.71903164
1990,Chihuahua,433,2408000,17.98172757
1990,Distrito Federal,575,8695562,6.612568572
1990,Durango,114,1389199,8.206167727
1990,Guanajuato,276,4657092,5.926445086
1990,Guerrero,834,3021955,27.59802843
1990,Hidalgo,255,2207154,11.55333973
1990,Jalisco,329,5765386,5.70646961
1990,México,660,10083763,6.545175645
1990,Michoacán de Ocampo,360,3978777,9.04800646
1990,Morelos,91,1397700,6.510696144
1990,Nayarit,359,851666,42.15267487
1990,Nuevo León,1160,3236128,35.84530649
1990,Oaxaca,935,3361672,27.8135404
1990,Puebla,609,4494848,13.54884526
1990,Querétaro,223,1245271,17.90774859
1990,Quintana Roo,143,574852,24.87596808
1990,San Luis Potosí,304,2202098,13.80501685
1990,Sinaloa,317,2215227,14.31004588
1990,Sonora,425,1858664,22.86588646
1990,Tabasco,335,1637553,20.45735314
1990,Tamaulipas,961,2252956,42.65507183
1990,Tlaxcala,64,817427,7.82944532
1990,Veracruz de Ignacio de la Llave,1591,6615976,24.04785023
1990,Yucatán,179,1444723,12.38991834
1990,Zacatecas,137,1408922,9.72374624
